B_string_raw,B_string,string_similarity,Best_A_strings_raw,Best_A_strings,Best_A_Brand,Best_A_Type,Best_A_Formula,,
KCL MAROKE,kclmaroke,33.33%,MerokeZA,merokeza,Mutiara,ZA,NA,9,
posat 1 ltr,posat1ltr,33.33%,Borat,borat,Mahkota,Mikro,NA,9,
Inotan,inotan,33.33%,Borat,borat,Mahkota,Mikro,NA,6,
jordan 5GR,jordan5gr,33.33%,Borat,borat,Mahkota,Mikro,NA,9,
CSP Panen Raya,csppanenraya,33.33%,Urea Nitrea,ureanitrea,PIHC,Urea,NA,12,
Paket Lengkap,paketlengkap,33.33%,Petro-CAS,petrocas,PIHC,Mikro,NA,12,
Hokian,hokian,33.33%,Borat,borat,Mahkota,Mikro,NA,6,
Ares300 ml,ares300ml,33.33%,Urea PIM,ureapim,PIHC,Urea,NA,9,
Ares 100ml,ares100ml,33.33%,Urea PIM,ureapim,PIHC,Urea,NA,9,
Manuver 200ml,manuver200ml,33.33%,YaraVera,yaravera,Yara,Urea,NA,12,
Armor daun,armordaun,33.33%,Borat,borat,Mahkota,Mikro,NA,9,
Biocis,biocis,33.33%,Borat,borat,Mahkota,Mikro,NA,6,
Kemangi Eifel,kemangieifel,33.33%,Urea Nitrea,ureanitrea,PIHC,Urea,NA,12,
gita 80wp,gita80wp,33.33%,Nitralite,nitralite,PIHC,Nitrogen,NA,8,
fost up,fostup,33.33%,KSP,ksp,Tawon,Fosfat,NA,6,
tangki sprayer electric,tangkisprayerelectric,33.33%,CANTIK CALCINIT,cantikcalcinit,BASF,Nitrogen,NA,21,
Gambas Azmi Sp,gambasazmisp,33.33%,Mesti-TSP,mestitsp,LaoYing,Fosfat,NA,12,
Seetop 1lt,seetop1lt,33.33%,Fertiphos,fertiphos,Pak Tani,Fosfat,NA,9,
sidametrin Kem 100ml,sidametrinkem100ml,33.33%,MerokeMOP,merokemop,Mutiara,Kalium,NA,18,
yuvita,yuvita,33.33%,Vrea,vrea,Tawon,Urea,NA,6,
RegentGranul,regentgranul,33.33%,RP Peru,rpperu,Mahkota,Fosfat,NA,12,
bonaza now,bonazanow,33.33%,Borat,borat,Mahkota,Mikro,NA,9,
Hidro@50kg,hidro50kg,33.33%,HX-MROPH,hxmroph,DGW/Hextar,Kalium,NA,9,
Jordan @1 kg,jordan1kg,33.33%,Borat,borat,Mahkota,Mikro,NA,9,
amistartop @250 ml,amistartop250ml,33.33%,Nitroplus (ZA),nitroplusza,Tawon,ZA,NA,15,
Pompa Elektric Swan Be-16,pompaelektricswanbe16,33.33%,Pak Tani  9-15-6,paktani9156,Pak Tani,Majemuk,9-15-2006,21,
Praten,praten,33.33%,Borat,borat,Mahkota,Mikro,NA,6,
Hexa 250 ml,hexa250ml,33.33%,HXAS,hxas,DGW/Hextar,ZA,NA,9,
ZIOLIT,ziolit,33.33%,Borat,borat,Mahkota,Mikro,NA,6,
Agrimore-N,agrimoren,33.33%,Urecote,urecote,Pak Tani,Urea,NA,9,
SOLASI PUSH ON,solasipushon,33.33%,Urea Pusri,ureapusri,PIHC,Urea,NA,12,
ANTENA DIGITAL SANEX,antenadigitalsanex,33.33%,Ammonium Sulfate,ammoniumsulfate,Yara,ZA,NA,18,
CIRP Ikan Paus,cirpikanpaus,33.33%,Fertiphos,fertiphos,Pak Tani,Fosfat,NA,12,
PIPA POWER MAX C 5/8,pipapowermaxc58,33.33%,Borate Evermax,borateevermax,LaoYing,Mikro,NA,15,
Bayam Merah Clara Eceran,bayammerahclaraeceran,33.33%,YaraVera,yaravera,Yara,Urea,NA,21,
tomat gustavi,tomatgustavi,33.33%,Urea Pusri,ureapusri,PIHC,Urea,NA,12,
Pupuk MKP,pupukmkp,33.33%,MerokeMOP,merokemop,Mutiara,Kalium,NA,8,
Pupuk Hantu @ 1 L,pupukhantu1l,33.33%,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA,12,
sedap ayam bawang,sedapayambawang,33.33%,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA,15,
Prevathon 50 Sc @ 100 ml,prevathon50sc100ml,33.33%,Pelangi 20-10-18,pelangi201018,PIHC,Majemuk,20-10-18,18,
benih brokoli,benihbrokoli,33.33%,MerokeZA,merokeza,Mutiara,ZA,NA,12,
RACUN CURA,racuncura,33.33%,YaraVera,yaravera,Yara,Urea,NA,9,
Ratu Mesh 4000 @ 1 Kg,ratumesh40001kg,33.33%,ENTEC 20-10-10,entec201010,BASF,Majemuk,20-10-10,15,
KOLER PLASTIK,kolerplastik,33.33%,Urea Pusri,ureapusri,PIHC,Urea,NA,12,
SUPERDOLOMIT,superdolomit,33.33%,MerokeMOP,merokemop,Mutiara,Kalium,NA,12,
Bio kcl,biokcl,33.33%,Borat,borat,Mahkota,Mikro,NA,6,
gebrak,gebrak,33.33%,Borat,borat,Mahkota,Mikro,NA,6,
Jagung Bonanza Sp,jagungbonanzasp,33.33%,Mahkota ZA,mahkotaza,Mahkota,ZA,NA,15,
Jordan @5Gr,jordan5gr,33.33%,Borat,borat,Mahkota,Mikro,NA,9,
Furadan satu kilo,furadansatukilo,33.33%,Urea Petro,ureapetro,PIHC,Urea,NA,15,
cadilak satu kilo,cadilaksatukilo,33.33%,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA,15,
Bestnoid 60 Wp @ 50 Gram,bestnoid60wp50gram,33.33%,MESTI-KP 0-52-34,mestikp05234,LaoYing,Majemuk,0-52-34,18,
SERUNI 1kg,seruni1kg,33.33%,Brucite,brucite,BASF,Mg,NA,9,
THRONE 250,throne250,33.33%,MerokeZA,merokeza,Mutiara,ZA,NA,9,
YARA TROPICOTE kg,yaratropicotekg,33.33%,Nitralite,nitralite,PIHC,Nitrogen,NA,15,
pioner @1kg,pioner1kg,33.33%,Phosgreen,phosgreen,PIHC,Fosfat,NA,9,
cabe rawit ijo,caberawitijo,33.33%,Urea Petro,ureapetro,PIHC,Urea,NA,12,
INDO CRASE,indocrase,33.33%,Petro-CAS,petrocas,PIHC,Mikro,NA,9,
Agarel,agarel,33.33%,Vrea,vrea,Tawon,Urea,NA,6,
Santika 400ml,santika400ml,33.33%,Fertikali,fertikali,Pak Tani,Kalium,NA,12,
marshal 200sc,marshal200sc,33.33%,Mestac,mestac,LaoYing,Nitrogen,NA,12,
Panen Raya 1 kg,panenraya1kg,33.33%,Petro-CAS,petrocas,PIHC,Mikro,NA,12,
Marsal,marsal,33.33%,Borat,borat,Mahkota,Mikro,NA,6,
Daimex Eceran,daimexeceran,33.33%,MerokeZA,merokeza,Mutiara,ZA,NA,12,
polibek,polibek,33.33%,Phosgreen,phosgreen,PIHC,Fosfat,NA,7,
Sidametrin 50 EC @ 400 ml,sidametrin50ec400ml,33.33%,MerokeKKB 0-0-40-0.8B,merokekkb004008b,Mutiara,Kalium,NA,19,
Tani Calls,tanicalls,33.33%,Mestical,mestical,LaoYing,Nitrogen,NA,9,
Mulsa Cap Bell,mulsacapbell,33.33%,Mestical,mestical,LaoYing,Nitrogen,NA,12,
Benih Padi Trubus,benihpaditrubus,33.33%,Nitralite,nitralite,PIHC,Nitrogen,NA,15,
Jump Up 1liter,jumpup1liter,33.33%,Nitralite,nitralite,PIHC,Nitrogen,NA,12,
Shinta Kaleng,shintakaleng,33.33%,Nitralite,nitralite,PIHC,Nitrogen,NA,12,
"PIPA RUCIKA D 3""",piparucikad3,33.33%,Petro-CAS,petrocas,PIHC,Mikro,NA,12,
Sprayer Electric,sprayerelectric,33.33%,Urea Petro,ureapetro,PIHC,Urea,NA,15,
kompos,kompos,33.33%,KSP,ksp,Tawon,Fosfat,NA,6,
Starquad,starquad,33.33%,Petro-CAS,petrocas,PIHC,Mikro,NA,8,
Akositrin,akositrin,33.33%,ZK Petro,zkpetro,PIHC,ZK,NA,9,
Azommitte,azommitte,33.33%,Brucite,brucite,BASF,Mg,NA,9,
Agro super,agrosuper,33.33%,RP Peru,rpperu,Mahkota,Fosfat,NA,9,
Ako sitrin,akositrin,33.33%,ZK Petro,zkpetro,PIHC,ZK,NA,9,
Calsie Growth,calsiegrowth,33.33%,ZA Petro,zapetro,PIHC,ZA,NA,12,
Rexdan,rexdan,33.33%,Vrea,vrea,Tawon,Urea,NA,6,
Regent 50 Sc @ 100 ml,regent50sc100ml,33.33%,ENTEC 13-10-20,entec131020,BASF,Majemuk,13-10-20,15,
Regent 50 Sc @ 100 ml,regent50sc100ml,33.33%,ENTEC 13-10-20,entec131020,BASF,Majemuk,13-10-20,15,
gramoxone @ 1liter,gramoxone1liter,33.33%,RP Mesir,rpmesir,Mahkota,Fosfat,NA,15,
Antracol 350 gram,antracol350gram,33.33%,ENTEC 13-10-20,entec131020,BASF,Majemuk,13-10-20,15,
Antracol 350 gram,antracol350gram,33.33%,ENTEC 13-10-20,entec131020,BASF,Majemuk,13-10-20,15,
Ares 300ml,ares300ml,33.33%,Urea PIM,ureapim,PIHC,Urea,NA,9,
Ares 500ml,ares500ml,33.33%,Urea PIM,ureapim,PIHC,Urea,NA,9,
Cabe TM999,cabetm999,33.33%,ZA Petro,zapetro,PIHC,ZA,NA,9,
Manthene 75 Sp @ 400 Gram,manthene75sp400gram,33.33%,MerokeKKB 0-0-40-0.8B,merokekkb004008b,Mutiara,Kalium,NA,19,
cabe setan rabani,cabesetanrabani,33.33%,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA,15,
Bibit cabe,bibitcabe,33.33%,Brucite,brucite,BASF,Mg,NA,9,
Dusban,dusban,33.33%,Mestac,mestac,LaoYing,Nitrogen,NA,6,
Servo 5gr,servo5gr,33.33%,Petro-CAS,petrocas,PIHC,Mikro,NA,8,
"PIPA RUCIKA D 2""",piparucikad2,33.33%,Petro-CAS,petrocas,PIHC,Mikro,NA,12,
"PIPA RUCIKA D 4""",piparucikad4,33.33%,Petro-CAS,petrocas,PIHC,Mikro,NA,12,
Benih Simetal,benihsimetal,33.33%,Mestical,mestical,LaoYing,Nitrogen,NA,12,
Sidaxone 276SL @1 L,sidaxone276sl1l,33.33%,EMCOTE 20-6-14,emcote20614,LaoYing,Majemuk,20-6-14,15,
mancoban blue,mancobanblue,33.33%,Mahkota ZA,mahkotaza,Mahkota,ZA,NA,12,
Manuver 400ml,manuver400ml,33.33%,YaraVera,yaravera,Yara,Urea,NA,12,
Npk Bensae,npkbensae,33.33%,RP Mesir,rpmesir,Mahkota,Fosfat,NA,9,
rostok,rostok,33.33%,Mestac,mestac,LaoYing,Nitrogen,NA,6,
pompa solo,pompasolo,33.33%,Phosgro,phosgro,Pak Tani,Fosfat,NA,9,
pompa cba,pompacba,33.33%,Petro-CAS,petrocas,PIHC,Mikro,NA,8,
yomari,yomari,33.33%,Borat,borat,Mahkota,Mikro,NA,6,
Bayam Dakota @ 500 Gram,bayamdakota500gram,33.33%,Mahkota ZA,mahkotaza,Mahkota,ZA,NA,18,
Jagung Kumala,jagungkumala,33.33%,Mahkota ZA,mahkotaza,Mahkota,ZA,NA,12,
Spuyer L4 Plastik,spuyerl4plastik,33.33%,Urea Pusri,ureapusri,PIHC,Urea,NA,15,
Spuyer L1 plastik,spuyerl1plastik,33.33%,Urea Pusri,ureapusri,PIHC,Urea,NA,15,
Loyant500,loyant500,33.33%,Borat,borat,Mahkota,Mikro,NA,9,
Bantas,bantas,33.33%,Borat,borat,Mahkota,Mikro,NA,6,
Bioscore 1ltr,bioscore1ltr,33.33%,Phosgreen,phosgreen,PIHC,Fosfat,NA,12,
Benih padi 5 kg,benihpadi5kg,33.33%,Nitralite,nitralite,PIHC,Nitrogen,NA,12,
Bentan merah 40Wp,bentanmerah40wp,33.33%,ENTEC 13-10-20,entec131020,BASF,Majemuk,13-10-20,15,
Bentan merah 40Wp,bentanmerah40wp,33.33%,ENTEC 13-10-20,entec131020,BASF,Majemuk,13-10-20,15,
Bibit pare,bibitpare,33.33%,Brucite,brucite,BASF,Mg,NA,9,
Benih cabe,benihcabe,33.33%,Petro-CAS,petrocas,PIHC,Mikro,NA,9,
Fello@1kg,fello1kg,33.33%,Petro-CAS,petrocas,PIHC,Mikro,NA,8,
Dafat 400gram,dafat400gram,33.33%,YaraVera,yaravera,Yara,Urea,NA,12,
Freza Dupont 50ml,frezadupont50ml,33.33%,Urea Petro,ureapetro,PIHC,Urea,NA,15,
Meganil 82.5 Wp @ 250 Gram,meganil825wp250gram,33.33%,Pelangi Agro 20-10-10,pelangiagro201010,PIHC,Majemuk,20-10-10,19,
belt 100ml,belt100ml,33.33%,Mestical,mestical,LaoYing,Nitrogen,NA,9,
Belt250ml,belt250ml,33.33%,Mestical,mestical,LaoYing,Nitrogen,NA,9,
Cropfast 13-13-26+TE @ 500 Gram,cropfast131326te500gram,33.33%,Pak Tani  16-16-16 Merah,paktani161616merah,Pak Tani,Majemuk,16-16-16,23,
Sagrizeb Biru,sagrizebbiru,33.33%,RP Peru,rpperu,Mahkota,Fosfat,NA,12,
Jagung raja Nusantara 250gr,jagungrajanusantara250gr,33.33%,YaraMila FASTER 25-7-7,yaramilafaster2577,Yara,Majemuk,25-7-7,24,
ultra mineral    1  kg,ultramineral1kg,33.33%,Nitralite,nitralite,PIHC,Nitrogen,NA,15,
Dharmapur,dharmapur,33.33%,Urea PIM,ureapim,PIHC,Urea,NA,9,
Benih jagung BISI 321 1 kg,benihjagungbisi3211kg,33.33%,Pelangi 12-12-17-2,pelangi1212172,PIHC,Majemuk,12-12-17,21,
detonator,detonator,33.33%,Petro-CAS,petrocas,PIHC,Mikro,NA,9,
regent sachet,regentsachet,33.33%,Mestac,mestac,LaoYing,Nitrogen,NA,12,
DGW 16 @50 Kg,dgw1650kg,33.33%,DGW TSP,dgwtsp,DGW/Hextar,Fosfat,NA,9,
Karpet merah 50cm,karpetmerah50cm,33.33%,ZA Petro,zapetro,PIHC,ZA,NA,15,
Karpet merah 90cm,karpetmerah90cm,33.33%,ZA Petro,zapetro,PIHC,ZA,NA,15,
EM41 l iter,em41liter,33.33%,Nitralite,nitralite,PIHC,Nitrogen,NA,9,
pioner@ 1 kg,pioner1kg,33.33%,Phosgreen,phosgreen,PIHC,Fosfat,NA,9,
polyabag,polyabag,33.33%,Petro-CAS,petrocas,PIHC,Mikro,NA,8,
CBA Elektrik 3in1 16 L,cbaelektrik3in116l,33.33%,Pak Tani  9-15-6,paktani9156,Pak Tani,Majemuk,9-15-2006,18,
GREENHILL,greenhill,33.33%,Urea PIM,ureapim,PIHC,Urea,NA,9,
situbagendit,situbagendit,33.33%,Nitralite,nitralite,PIHC,Nitrogen,NA,12,
BEET AYUMI,beetayumi,33.33%,Urea PIM,ureapim,PIHC,Urea,NA,9,
BURKOL AQUINA,burkolaquina,33.33%,Urea PIM,ureapim,PIHC,Urea,NA,12,
NPK 16 Permata,npk16permata,33.33%,SP-36 Petro,sp36petro,PIHC,Fosfat,NA,12,
LANET 15gr,lanet15gr,33.33%,ZA Petro,zapetro,PIHC,ZA,NA,9,
PIBER 6M hitam,piber6mhitam,33.33%,Nitralite,nitralite,PIHC,Nitrogen,NA,12,
joker 75sp,joker75sp,33.33%,MerokeTSP,meroketsp,Mutiara,Fosfat,NA,9,
Pupuk Ningrat,pupukningrat,33.33%,Urea Nitrea,ureanitrea,PIHC,Urea,NA,12,
DUS ROKOK,dusrokok,33.33%,Petro-CAS,petrocas,PIHC,Mikro,NA,8,
KERTAS ORANGE,kertasorange,33.33%,Petro-CAS,petrocas,PIHC,Mikro,NA,12,
RABAN BIRU,rabanbiru,33.33%,RP Peru,rpperu,Mahkota,Fosfat,NA,9,
pioner@ 1kg,pioner1kg,33.33%,Phosgreen,phosgreen,PIHC,Fosfat,NA,9,
NPK 13 6 27 MAHKOTA,npk13627mahkota,33.33%,Mahkota ZA,mahkotaza,Mahkota,ZA,NA,15,
Cabe Red Kriss,caberedkriss,33.33%,MerokeTSP,meroketsp,Mutiara,Fosfat,NA,12,
Mulsa Andalan,mulsaandalan,33.33%,Mestikali,mestikali,LaoYing,Kalium,NA,12,
hopeper 400 ml,hopeper400ml,33.33%,RP Peru,rpperu,Mahkota,Fosfat,NA,12,
TIMUN ROBERTO,timunroberto,33.33%,MerokeZA,merokeza,Mutiara,ZA,NA,12,
Bibit Premium,bibitpremium,33.33%,Nitralite,nitralite,PIHC,Nitrogen,NA,12,
Triposkap spt,triposkapspt,33.33%,MerokeTSP,meroketsp,Mutiara,Fosfat,NA,12,
bawang daun fragrant,bawangdaunfragrant,33.33%,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA,18,
baktocyn,baktocyn,33.33%,Petro-CAS,petrocas,PIHC,Mikro,NA,8,
torbinol 200ml,torbinol200ml,33.33%,Petro BioFertil,petrobiofertil,PIHC,Organik,NA,13,
Benih Ciputri,benihciputri,33.33%,Urea Pusri,ureapusri,PIHC,Urea,NA,12,
nokson,nokson,33.33%,KSP,ksp,Tawon,Fosfat,NA,6,
Roudup@ 1 liter,roudup1liter,33.33%,Nitralite,nitralite,PIHC,Nitrogen,NA,12,
louying mesti ijo,louyingmestiijo,33.33%,Mesti-ZA,mestiza,LaoYing,ZA,NA,15,
sidalaku,sidalaku,33.33%,Nitralite,nitralite,PIHC,Nitrogen,NA,8,
logawa,logawa,33.33%,Borat,borat,Mahkota,Mikro,NA,6,
Gramoxone@ltr,gramoxoneltr,33.33%,RP Mesir,rpmesir,Mahkota,Fosfat,NA,12,
VITERNA 500ML,viterna500ml,33.33%,Nitralite,nitralite,PIHC,Nitrogen,NA,12,
Nittea 5kg,nittea5kg,33.33%,Nitralite,nitralite,PIHC,Nitrogen,NA,9,
Exotic,exotic,33.33%,Mestac,mestac,LaoYing,Nitrogen,NA,6,
Semangka Baginda,semangkabaginda,33.33%,Mahkota ZA,mahkotaza,Mahkota,ZA,NA,15,
Kresban 400ml,kresban400ml,33.33%,Urea PIM,ureapim,PIHC,Urea,NA,12,
Hay kai,haykai,33.33%,HXAS,hxas,DGW/Hextar,ZA,NA,6,
PRIMABEST,primabest,33.33%,RP Mesir,rpmesir,Mahkota,Fosfat,NA,9,
SATIGOLD,satigold,33.33%,Fertikali,fertikali,Pak Tani,Kalium,NA,8,
BAYOGITON,bayogiton,33.33%,Borat,borat,Mahkota,Mikro,NA,9,
METACHLOR 250 ML,metachlor250ml,33.33%,Petro BioFertil,petrobiofertil,PIHC,Organik,NA,14,
Larvin 15gram,larvin15gram,33.33%,YaraVera,yaravera,Yara,Urea,NA,12,
Bonanza SP,bonanzasp,33.33%,Borat,borat,Mahkota,Mikro,NA,9,
POLIBET 1,polibet1,33.33%,Phosgreen,phosgreen,PIHC,Fosfat,NA,8,
Baja MC,bajamc,33.33%,Borat,borat,Mahkota,Mikro,NA,6,
Polybag Juragan 30x35,polybagjuragan30x35,33.33%,Pelangi Agro 20-10-10,pelangiagro201010,PIHC,Majemuk,20-10-10,19,
Tangki manual,tangkimanual,33.33%,Mahkota ZA,mahkotaza,Mahkota,ZA,NA,12,
bibit cesin manis,bibitcesinmanis,33.33%,Borate Evermax,borateevermax,LaoYing,Mikro,NA,15,
MUPXONE COKLAT 5L,mupxonecoklat5l,33.33%,MerokeTSP,meroketsp,Mutiara,Fosfat,NA,15,
DiGrow 1L,digrow1l,33.33%,Petro-CAS,petrocas,PIHC,Mikro,NA,8,
KACANG panjang 200 butir,kacangpanjang200butir,33.33%,CPN PAK TANI 15-0-15,cpnpaktani15015,Pak Tani,Majemuk,15-0-15,21,
Yara unik 50 kg,yaraunik50kg,33.33%,YaraVera,yaravera,Yara,Urea,NA,12,
Kardan 100,kardan100,33.33%,YaraVera,yaravera,Yara,Urea,NA,9,
metachlor 400ml,metachlor400ml,33.33%,Petro BioFertil,petrobiofertil,PIHC,Organik,NA,14,
prevathon  250,prevathon250,33.33%,Petro-CAS,petrocas,PIHC,Mikro,NA,12,
za non laoying,zanonlaoying,33.33%,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA,12,
bhakti,bhakti,33.33%,Borat,borat,Mahkota,Mikro,NA,6,
Perkutul Gold,perkutulgold,33.33%,Fertiphos,fertiphos,Pak Tani,Fosfat,NA,12,
belt 250ml.,belt250ml,33.33%,Mestical,mestical,LaoYing,Nitrogen,NA,9,
Bimastar4ltr,bimastar4ltr,33.33%,Nitralite,nitralite,PIHC,Nitrogen,NA,12,
bhakti,bhakti,33.33%,Borat,borat,Mahkota,Mikro,NA,6,
kacang  persada35,kacangpersada35,33.33%,YaraVera,yaravera,Yara,Urea,NA,15,
capture500ml,capture500ml,33.33%,Urea PIM,ureapim,PIHC,Urea,NA,12,
Regen merah 100ml,regenmerah100ml,33.33%,ENTEC 13-10-20,entec131020,BASF,Majemuk,13-10-20,15,
Regen merah 100ml,regenmerah100ml,33.33%,ENTEC 13-10-20,entec131020,BASF,Majemuk,13-10-20,15,
BAHSAN,bahsan,33.33%,Borat,borat,Mahkota,Mikro,NA,6,
ET-PRORICE,etprorice,33.33%,Nitralite,nitralite,PIHC,Nitrogen,NA,9,
blabar,blabar,33.33%,Borat,borat,Mahkota,Mikro,NA,6,
Marshal benih,marshalbenih,33.33%,ZA Pak Tani,zapaktani,Pak Tani,ZA,NA,12,
faster,faster,33.33%,Mestac,mestac,LaoYing,Nitrogen,NA,6,
RATIL 80P,ratil80p,33.33%,Mesti-TSP,mestitsp,LaoYing,Fosfat,NA,8,
npk bintang daun biru,npkbintangdaunbiru,33.33%,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA,18,
pakcoy fontana 25,pakcoyfontana25,33.33%,Mahkota ZA,mahkotaza,Mahkota,ZA,NA,15,
Ciherang Sang Hyang Sri,ciherangsanghyangsri,33.33%,Pelangi Agro 20-10-10,pelangiagro201010,PIHC,Majemuk,20-10-10,20,
primaxson,primaxson,33.33%,RP Mesir,rpmesir,Mahkota,Fosfat,NA,9,
Benih padi @ 5kg,benihpadi5kg,33.33%,Nitralite,nitralite,PIHC,Nitrogen,NA,12,
killup,killup,33.33%,KSP,ksp,Tawon,Fosfat,NA,6,
Spatu tera pendek,spatuterapendek,33.33%,Urea Petro,ureapetro,PIHC,Urea,NA,15,
NPK sub,npksub,33.33%,KSP,ksp,Tawon,Fosfat,NA,6,
teseee,teseee,33.33%,Mestac,mestac,LaoYing,Nitrogen,NA,6,
Kebomas 15,kebomas15,33.33%,Petro-CAS,petrocas,PIHC,Mikro,NA,9,
benih kacang panjang100,benihkacangpanjang100,33.33%,Pelangi Agro 20-10-10,pelangiagro201010,PIHC,Majemuk,20-10-10,21,
Bablas,bablas,33.33%,Borat,borat,Mahkota,Mikro,NA,6,
Greenville 500 gr,greenville500gr,33.33%,Urea Nitrea,ureanitrea,PIHC,Urea,NA,15,
Batara 800,batara800,33.33%,Borat,borat,Mahkota,Mikro,NA,9,
Tali Belt,talibelt,33.33%,Nitralite,nitralite,PIHC,Nitrogen,NA,8,
Barcode 1L,barcode1l,33.33%,MerokeZA,merokeza,Mutiara,ZA,NA,9,
Ciherang PP Kerja,ciherangppkerja,33.33%,Urea Nitrea,ureanitrea,PIHC,Urea,NA,15,
Labu putih,labuputih,33.33%,ZA Petro,zapetro,PIHC,ZA,NA,9,
ralang@ 1liter,ralang1liter,33.33%,Urea Nitrea,ureanitrea,PIHC,Urea,NA,12,
inpari 32 elya,inpari32elya,33.33%,Urea Nitrea,ureanitrea,PIHC,Urea,NA,12,
Kp parade @500g,kpparade500g,33.33%,YaraVera,yaravera,Yara,Urea,NA,12,
P27 biasa,p27biasa,33.33%,Petro-CAS,petrocas,PIHC,Mikro,NA,8,
PROTHEPHON 1L,prothephon1l,33.33%,Fertiphos,fertiphos,Pak Tani,Fosfat,NA,12,
Mashal 5 GR,mashal5gr,33.33%,Mestac,mestac,LaoYing,Nitrogen,NA,9,
Kcl,kcl,33.33%,KSP,ksp,Tawon,Fosfat,NA,3,
Hexa 250ml,hexa250ml,33.33%,HXAS,hxas,DGW/Hextar,ZA,NA,9,
Hexa 100ml,hexa100ml,33.33%,HXAS,hxas,DGW/Hextar,ZA,NA,9,
Hexa 500ml,hexa500ml,33.33%,HXAS,hxas,DGW/Hextar,ZA,NA,9,
Demolish250ml,demolish250ml,33.33%,Petro BioFertil,petrobiofertil,PIHC,Organik,NA,13,
NK sumo,nksumo,33.33%,KSP,ksp,Tawon,Fosfat,NA,6,
kejora 500,kejora500,33.33%,Borat,borat,Mahkota,Mikro,NA,9,
Misano,misano,33.33%,Mestac,mestac,LaoYing,Nitrogen,NA,6,
intergate,intergate,33.33%,Nitralite,nitralite,PIHC,Nitrogen,NA,9,
sidaxone,sidaxone,33.33%,Nitralite,nitralite,PIHC,Nitrogen,NA,8,
Benih Kedelai,benihkedelai,33.33%,MerokeZA,merokeza,Mutiara,ZA,NA,12,
Teh botol,tehbotol,33.33%,Petro-CAS,petrocas,PIHC,Mikro,NA,8,
DHARMAFUR 2 kq,dharmafur2kq,33.33%,YaraVera,yaravera,Yara,Urea,NA,12,
DHARMAFUR 2kg,dharmafur2kg,33.33%,YaraVera,yaravera,Yara,Urea,NA,12,
Misano,misano,33.33%,Mestac,mestac,LaoYing,Nitrogen,NA,6,
Gramoxone 276 SL 500ml,gramoxone276sl500ml,33.33%,MerokeKKB 0-0-40-0.8B,merokekkb004008b,Mutiara,Kalium,NA,19,
Marshal 500ec,marshal500ec,33.33%,Mestac,mestac,LaoYing,Nitrogen,NA,12,
Parade,parade,33.33%,Borat,borat,Mahkota,Mikro,NA,6,
Losmine 1L,losmine1l,33.33%,Mestical,mestical,LaoYing,Nitrogen,NA,9,
Lumping Besar,lumpingbesar,33.33%,RP Mesir,rpmesir,Mahkota,Fosfat,NA,12,
Temic Cair,temiccair,33.33%,Petro-CAS,petrocas,PIHC,Mikro,NA,9,
woods expextoran,woodsexpextoran,33.33%,Urea Petro,ureapetro,PIHC,Urea,NA,15,
e parakuat,eparakuat,33.33%,Borat,borat,Mahkota,Mikro,NA,9,
e glifosat,eglifosat,33.33%,Borat,borat,Mahkota,Mikro,NA,9,
DANGKE 25Gram,dangke25gram,33.33%,YaraVera,yaravera,Yara,Urea,NA,12,
Benih Cabe Rawit Panah Merah,benihcaberawitpanahmerah,33.33%,Pak Tani  16-16-16 Merah,paktani161616merah,Pak Tani,Majemuk,16-16-16,24,
Sprayer Electrik DGW,sprayerelectrikdgw,33.33%,Borate Evermax,borateevermax,LaoYing,Mikro,NA,18,
Agri dobel,agridobel,33.33%,Urecote,urecote,Pak Tani,Urea,NA,9,
fostin500,fostin500,33.33%,Fertiphos,fertiphos,Pak Tani,Fosfat,NA,9,
colibaact,colibaact,33.33%,Borat,borat,Mahkota,Mikro,NA,9,
MIP CINTA 50 WP,mipcinta50wp,33.33%,Mesti-TSP,mestitsp,LaoYing,Fosfat,NA,12,
Marshal 200 SC,marshal200sc,33.33%,Mestac,mestac,LaoYing,Nitrogen,NA,12,
Ricestarxtra²5°ml,ricestarxtra5ml,33.33%,Mestical,mestical,LaoYing,Nitrogen,NA,15,
Bion M @ 500 gram,bionm500gram,33.33%,Borat,borat,Mahkota,Mikro,NA,12,
Humic Acid,humicacid,33.33%,Urea PIM,ureapim,PIHC,Urea,NA,9,
Benih Timun Monas F1 10grm,benihtimunmonasf110grm,33.33%,Solution N 28-10-10 + TE,solutionn281010te,PIHC,Majemuk,28-10-10,22,
Antracol 70WP 250grm,antracol70wp250grm,33.33%,ENTEC 13-10-20,entec131020,BASF,Majemuk,13-10-20,18,
Antracol 70WP 250grm,antracol70wp250grm,33.33%,ENTEC 13-10-20,entec131020,BASF,Majemuk,13-10-20,18,
Antonik 6.0L 100ml,antonik60l100ml,33.33%,ENTEC 20-10-10,entec201010,BASF,Majemuk,20-10-10,15,
Perfection @ 300 ml,perfection300ml,33.33%,Petro BioFertil,petrobiofertil,PIHC,Organik,NA,15,
